OrphaCode,Name,Linearization Class
1715,Trisomy 18p,Rare developmental defect during embryogenesis
261344,Trisomy 1q,Rare developmental defect during embryogenesis
261318,Trisomy 20p,Rare developmental defect during embryogenesis
1738,Trisomy 4p,Rare developmental defect during embryogenesis
1742,Trisomy 5p,Rare developmental defect during embryogenesis
264450,Trisomy 8p,Rare developmental defect during embryogenesis
1752,Trisomy 8q,Rare developmental defect during embryogenesis
236,Trisomy 9p,Rare developmental defect during embryogenesis
3375,Trisomy X,Rare developmental defect during embryogenesis
88629,Tritanopia,Rare ophthalmic disorder
75565,Tropical endomyocardial fibrosis,Rare cardiac disease
103918,Tropical pancreatitis,Rare gastroenterologic disease
289326,Tropical spastic paraparesis,Rare infectious disease
295030,True congenital shoulder dislocation,Rare developmental defect during embryogenesis
645383,True myelomeningocele,Rare developmental defect during embryogenesis
645401,True myeloschisis,Rare developmental defect during embryogenesis
180074,True unicornuate uterus,Rare developmental defect during embryogenesis
3384,Truncus arteriosus,Rare developmental defect during embryogenesis
91347,TSH-secreting pituitary adenoma,Rare endocrine disease
805,Tuberous sclerosis complex,Rare developmental defect during embryogenesis
2593,Tubular aggregate myopathy,Rare neurologic disease
100048,Tubular duplication of the esophagus,Rare developmental defect during embryogenesis
467166,Tubulinopathy-associated dysgyria,Rare developmental defect during embryogenesis
319325,Tubulocystic renal cell carcinoma,Rare neoplastic disease
91500,Tubulointerstitial nephritis and uveitis syndrome,Rare renal disease
1063,Tufted angioma,Rare circulatory system disease
3392,Tularemia,Rare infectious disease
32960,Tumor necrosis factor receptor 1 associated periodic syndrome,Rare systemic or rheumatologic disease
879,Tungiasis,Rare infectious disease
99053,Tunnel subaortic stenosis,Rare developmental defect during embryogenesis
99818,Turcot syndrome with polyposis,Rare gastroenterologic disease
881,Turner syndrome,Rare developmental defect during embryogenesis
99413,Turner syndrome due to structural X chromosome anomalies,Rare developmental defect during embryogenesis
617294,Twin anemia-polycythemia sequence,Rare gynecologic or obstetric disease
95431,Twin to twin transfusion syndrome,Rare gynecologic or obstetric disease
617297,Twin-reversed arterial perfusion sequence,Rare gynecologic or obstetric disease
99745,Typhoid,Rare infectious disease
171436,Typical nemaline myopathy,Rare neurologic disease
158766,Typical urticaria pigmentosa,Rare skin disease
882,Tyrosinemia type 1,Rare inborn errors of metabolism
28378,Tyrosinemia type 2,Rare inborn errors of metabolism
69723,Tyrosinemia type 3,Rare inborn errors of metabolism
3403,Uhl anomaly,Rare developmental defect during embryogenesis
3404,Ulbright-Hodes syndrome,Rare developmental defect during embryogenesis
3406,Ulerythema ophryogenesis,Rare skin disease
2249,Ulna hypoplasia-intellectual disability syndrome,Rare developmental defect during embryogenesis
1837,Ulna metaphyseal dysplasia syndrome,Rare bone disease
93320,Ulnar hemimelia,Rare developmental defect during embryogenesis
1122,Ulnar hypoplasia-split foot syndrome,Rare developmental defect during embryogenesis
52056,Ulnar/fibula ray defect-brachydactyly syndrome,Rare developmental defect during embryogenesis
3138,Ulnar-mammary syndrome,Rare developmental defect during embryogenesis
3405,Umbilical cord ulceration-intestinal atresia syndrome,Rare developmental defect during embryogenesis
88950,UMOD-related autosomal dominant tubulointerstitial kidney disease,Rare renal disease
104078,Unclassified intestinal pseudoobstruction,Rare gastroenterologic disease
98827,Unclassified myelodysplastic syndrome,Rare neoplastic disease
98825,Unclassified myelodysplastic/myeloproliferative disease,Rare neoplastic disease
251328,Unclassified vasculitis,Rare systemic or rheumatologic disease
1410,Uncombable hair syndrome,Rare skin disease
103920,Undetermined colitis,Rare gastroenterologic disease
418951,Undifferentiated carcinoma of esophagus,Rare neoplastic disease
424970,Undifferentiated carcinoma of liver and intrahepatic biliary tract,Rare neoplastic disease
423786,Undifferentiated carcinoma of stomach,Rare neoplastic disease
213721,Undifferentiated carcinoma of the corpus uteri,Rare neoplastic disease
424080,Undifferentiated carcinoma with osteoclast-like giant cells of pancreas,Rare neoplastic disease
90002,Undifferentiated connective tissue syndrome,Rare systemic or rheumatologic disease
178315,Undifferentiated embryonal sarcoma of the liver,Rare neoplastic disease
2023,Undifferentiated pleomorphic sarcoma,Rare neoplastic disease
251332,Unexplained long-lasting fever/inflammatory syndrome,Rare systemic or rheumatologic disease
93685,Unicentric Castleman disease,Rare hematologic disease
180114,Unicervical bicornuate uterus,Rare developmental defect during embryogenesis
93176,Unilateral congenital megacalycosis,Rare developmental defect during embryogenesis
268947,Unilateral focal polymicrogyria,Rare developmental defect during embryogenesis
101071,Unilateral hemispheric polymicrogyria,Rare developmental defect during embryogenesis
97363,Unilateral multicystic dysplastic kidney,Rare developmental defect during embryogenesis
3374,Unilateral ocular duplication,Rare ophthalmic disorder
268943,Unilateral polymicrogyria,Rare developmental defect during embryogenesis
1464,Univentricular heart,Rare developmental defect during embryogenesis
91140,Unspecified juvenile idiopathic arthritis,Rare systemic or rheumatologic disease
99139,Unstable hemoglobin disease,Rare hematologic disease
3408,Upington disease,Rare bone disease
2489,Upper limb defect-eye and ear abnormalities syndrome,Rare developmental defect during embryogenesis
295049,Upper limb hypertrophy,Rare developmental defect during embryogenesis
2497,Upper limb mesomelic dysplasia,Rare bone disease
598216,Upper tract urothelial carcinoma,Rare neoplastic disease
488,Urachal cyst,Rare developmental defect during embryogenesis
431347,Urachal diverticulum,Rare developmental defect during embryogenesis
431344,Urachal sinus,Rare developmental defect during embryogenesis
3409,Urban-Rogers-Meyer syndrome,Rare developmental defect during embryogenesis
94059,Uremic pruritus,Rare hematologic disease
210128,Urocanic aciduria,Rare neurologic disease
886,Usher syndrome,Rare developmental defect during embryogenesis
231169,Usher syndrome type 1,Rare developmental defect during embryogenesis
231178,Usher syndrome type 2,Rare developmental defect during embryogenesis
231183,Usher syndrome type 3,Rare developmental defect during embryogenesis
481665,USP18 deficiency,Rare neurologic disease
180145,Uterine cervical aplasia and agenesis,Rare developmental defect during embryogenesis
180139,Uterine hypoplasia,Rare developmental defect during embryogenesis
1473,Uveal coloboma-cleft lip and palate-intellectual disability,Rare developmental defect during embryogenesis
39044,Uveal melanoma,Rare neoplastic disease
178338,UV-sensitive syndrome,Rare skin disease
3412,VACTERL with hydrocephalus,Rare developmental defect during embryogenesis
887,VACTERL/VATER association,Rare developmental defect during embryogenesis
88635,Vacuolar myopathy with sarcoplasmic reticulum protein aggregates,Rare neurologic disease
65681,Vaginal atresia,Rare developmental defect during embryogenesis
180247,Vaginal carcinoma,Rare neoplastic disease
99054,Valvular pulmonary stenosis,Rare developmental defect during embryogenesis
3417,Van den Bosch syndrome,Rare developmental defect during embryogenesis
2460,Van den Ende-Gupta syndrome,Rare developmental defect during embryogenesis
888,Van der Woude syndrome,Rare developmental defect during embryogenesis
454742,Variably protease-sensitive prionopathy,Rare neurologic disease
314652,Variant ABeta2M amyloidosis,Rare systemic or rheumatologic disease
576370,Variant Creutzfeldt-Jakob disease,Rare neurologic disease
286,Vascular Ehlers-Danlos syndrome,Rare systemic or rheumatologic disease
636941,Vascular Ehlers-Danlos-polymicrogyria syndrome,Rare systemic or rheumatologic disease
404553,Vasculitis due to ADA2 deficiency,Rare circulatory system disease
353356,Vasoproliferative tumor of the retina,Rare ophthalmic disorder
538872,Vegetative pyoderma gangrenosum,Rare skin disease
1053,Vein of Galen aneurysmal malformation,Rare developmental defect during embryogenesis
3424,Velo-facial-skeletal syndrome,Rare developmental defect during embryogenesis
319234,Venezuelan hemorrhagic fever,Rare infectious disease
357131,Venous thoracic outlet syndrome,Rare surgical thoracic disease
505395,Ventilator-induced diaphragmatic dysfunction,Rare respiratory disease
3201,Ventricular extrasystoles with syncopal episodes-perodactyly-Robin sequence syndrome,Rare developmental defect during embryogenesis
443988,Ventriculomegaly-cystic kidney disease,Rare developmental defect during embryogenesis
3429,Verloove Vanhorick-Brubakk syndrome,Rare developmental defect during embryogenesis
70476,Vernal keratoconjunctivitis,Rare ophthalmic disorder
464318,Verrucous hemangioma,Rare circulatory system disease
79467,Verrucous nevus,Rare skin disease
26793,Very long chain acyl-CoA dehydrogenase deficiency,Rare inborn errors of metabolism
252175,Vestibular schwannoma,Rare neoplastic disease
596753,VEXAS syndrome,Rare systemic or rheumatologic disease
493342,Vibratory urticaria,Rare skin disease
1493,Vici syndrome,Rare developmental defect during embryogenesis
97282,VIPoma,Rare endocrine disease
206991,Viral myositis,Rare infectious disease
228379,Virus-associated trichodysplasia spinulosa,Rare skin disease
280068,Visceral calciphylaxis,Rare systemic or rheumatologic disease
73246,Visceral neuropathy-brain anomalies-facial dysmorphism-developmental delay syndrome,Rare developmental defect during embryogenesis
420556,Visual snow syndrome,Rare ophthalmic disorder
28,Vitamin B12-responsive methylmalonic acidemia,Rare inborn errors of metabolism
79310,Vitamin B12-responsive methylmalonic acidemia type cblA,Rare inborn errors of metabolism
79311,Vitamin B12-responsive methylmalonic acidemia type cblB,Rare inborn errors of metabolism
308442,"Vitamin B12-responsive methylmalonic acidemia, type cblDv2",Rare inborn errors of metabolism
27,Vitamin B12-unresponsive methylmalonic acidemia,Rare inborn errors of metabolism
79312,Vitamin B12-unresponsive methylmalonic acidemia type mut-,Rare inborn errors of metabolism
289916,Vitamin B12-unresponsive methylmalonic acidemia type mut0,Rare inborn errors of metabolism
1914,Vitamin K antagonist embryofetopathy,Rare developmental defect during embryogenesis
600,Vocal cord and pharyngeal distal myopathy,Rare neurologic disease
3437,Vogt-Koyanagi-Harada disease,Rare neurologic disease
892,Von Hippel-Lindau disease,Rare neoplastic disease
3439,Von Voss-Cherstvoy syndrome,Rare developmental defect during embryogenesis
903,Von Willebrand disease,Rare hematologic disease
166078,Von Willebrand disease type 1,Rare hematologic disease
166081,Von Willebrand disease type 2,Rare hematologic disease
166084,Von Willebrand disease type 2A,Rare hematologic disease
166087,Von Willebrand disease type 2B,Rare hematologic disease
166090,Von Willebrand disease type 2M,Rare hematologic disease
166093,Von Willebrand disease type 2N,Rare hematologic disease
166096,Von Willebrand disease type 3,Rare hematologic disease
466934,VPS11-related autosomal recessive hypomyelinating leukodystrophy,Rare neurologic disease
494454,Vulvar adenocarcinoma,Rare neoplastic disease
494451,Vulvar basal cell carcinoma,Rare neoplastic disease
494418,Vulvar carcinoma,Rare neoplastic disease
137583,Vulvar intraepithelial neoplasia,Rare neoplastic disease
494448,Vulvar squamous cell carcinoma,Rare neoplastic disease
83453,Vulvovaginal gingival syndrome,Rare gynecologic or obstetric disease
206492,Vulvovaginal rhabdomyosarcoma,Rare neoplastic disease
2804,W syndrome,Rare developmental defect during embryogenesis
3440,Waardenburg syndrome,Rare developmental defect during embryogenesis
894,Waardenburg syndrome type 1,Rare developmental defect during embryogenesis
895,Waardenburg syndrome type 2,Rare developmental defect during embryogenesis
896,Waardenburg syndrome type 3,Rare developmental defect during embryogenesis
897,Waardenburg-Shah syndrome,Rare developmental defect during embryogenesis
466943,WAC-related facial dysmorphism-developmental delay-behavioral abnormalities syndrome,Rare developmental defect during embryogenesis
898,Wagner disease,Rare developmental defect during embryogenesis
